ID	대분류	한국어명	영문명	기준	변수 역할	사용하면 좋은 상황	GPT Image 2용 삽입 지시문	Gemini용 삽입 지시문	추천 조합	피해야 할 조합	시각 효과	감정 효과	왜곡/실패 리스크	강도	유사어/검색어	Gemini_NanoBanana2_예시장면_참고용	Gemini_NanoBanana2_ChatGPT지시문	Gemini_NanoBanana2_Gemini키워드	Gemini_NanoBanana2_효과	Gemini_NanoBanana2_리스크	Gemini_NanoBanana2_유사어	Gemini_비교판정	Gemini_분리인덱스필요	Gemini_메모
S11	샷 크기	미디엄 풀샷	Medium Full Shot	무릎 위(니샷) — 풀샷과 미디엄 사이	샷 크기/전신과 표정 절충 변수	자세·동선과 표정을 함께, 카우보이샷보다 아래까지	Frame a medium full shot from roughly the knees up, balancing full-body posture with readable facial expression.	medium full shot, knee-up framing, posture and expression balance	35mm·50mm + 대화·소개 씬	얼굴 디테일 우선 씬	무릎 위 — 자세+표정 절충	자연스러움, 균형, 관찰	기준선 애매해질 수 있음	Subtle	medium full shot, knee shot, MFS	—	—	—	—	—	—	—	아니오	리서치 추가(260613·StudioBinder): S04(풀샷)과 S05(카우보이) 사이 빈칸 보강. 무변경
S12	샷 크기	초커 샷	Choker Shot	눈썹 위~입 아래 — CU와 ECU 사이	샷 크기/얼굴 압박 변수	강한 심리 압박, 빅클로즈업보다 더 조여든 얼굴	Use a choker shot framing the face tightly from just above the eyebrows to just below the mouth, intensifying psychological pressure.	choker shot, eyebrows-to-mouth framing, tight facial pressure	85mm·100mm + 극적 조명	와이드 맥락·그룹	얼굴이 더 조여듦	압박, 긴장, 강도	부담·과장·왜곡 위험	Strong	choker, tight face crop, between CU and ECU	—	—	—	—	—	—	—	아니오	리서치 추가(260613·StudioBinder): S09(빅CU)와 S10(ECU) 사이 단계 보강. 무변경
S13	샷 크기	인서트 샷	Insert Shot	장면 내 일부를 다른 화각으로 강조	샷 크기/디테일 강조 변수	손·문서·시계·소품 등 마스터샷 속 한 요소를 부각	Cut to an insert shot: a tightly framed detail of a key object or action within the scene (hands, document, screen, object).	insert shot, tight detail of key object, hands or document close framing	S10(ECU)·매크로 + 편집 인서트	전체 동작·그룹 씬	장면 속 요소 부각	정보 강조, 단서, 리듬	맥락 분리·돌출 가능	Normal	insert, detail insert, cut-in	—	—	—	—	—	—	—	아니오	리서치 추가(260613·Wikipedia Insert): 풍자 '증거 인서트'(서류·돈·문자) 핵심 컷. 무변경
S14	샷 크기	컷어웨이 샷	Cutaway Shot	본 동작을 끊고 다른 대상을 삽입	샷 크기/병렬 정보 변수	반응·환경·상징물로 컷 — 시간 압축·코멘트·풍자 병치	Insert a cutaway shot to something outside the main action (a reaction, an object, the environment) that comments on the scene.	cutaway shot, brief cut to reaction or related object outside main action	멀티샷 편집 + 반응 컷	단일 연속 롱테이크	주 동작 밖 대상 삽입	병치, 코멘트, 리듬	관련성 약하면 산만	Normal	cutaway, reaction cut, B-roll insert	—	—	—	—	—	—	—	아니오	리서치 추가(260613·Wikipedia Cutaway): 풍자 병치(말↔상반된 이미지)에 핵심. S13(인서트=장면 내)과 구분(컷어웨이=장면 밖). 무변경
S15	샷 크기	투샷 (밀착 구도)	Two-Shot (Tight)	두 인물을 한 프레임 — 미디엄 이하 밀착	샷 크기/2인 관계 밀도 변수	대화·대립·친밀의 거리감을 한 컷에 — R03 투샷의 샷크기 분기	Frame a tight two-shot with both subjects in one frame at medium or closer, their faces clearly readable, showing relational tension or intimacy.	tight two-shot, two subjects one frame, both faces readable, relational dynamic	50mm + 대화·대립 씬	단일 영웅 초상	두 얼굴 동시 가독	관계, 대치, 친밀	한쪽 묻힘·균형 붕괴	Normal	two shot, tight two-shot, paired framing	—	—	—	—	—	—	—	아니오	리서치 추가(260613·Wikipedia Two shot): R03(관계 투샷)의 샷크기 축 보강 — 풍자 '권력 2인 대면'에 유효. 무변경
S16	샷 크기	쓰리샷·앙상블 프레이밍	Three-Shot / Ensemble Framing	3인 이상을 한 프레임에 의도 배열	샷 크기/다인 구성 변수	권력 서열·패널·집단을 한 컷에, 시선·배치로 위계 표현	Compose a three-shot (or ensemble) with three-plus subjects arranged to show hierarchy, grouping, and relational geometry within one frame.	three-shot, ensemble framing, multiple subjects arranged, visible hierarchy	와이드·풀샷 + 레이어 구도	단일 감정 클로즈업	3인+ 배열·위계	집단성, 서열, 구도	시선 분산·중심 약화	Normal	three shot, ensemble shot, group framing	—	—	—	—	—	—	—	아니오	리서치 추가(260613·NFI/StudioBinder): R04(그룹)의 샷크기 분기 — '패널 토론·내각' 풍자 배열에 유효. 무변경
S17	샷 크기	익스트림 설정 샷	Extreme Establishing Shot	도시·지형 전체를 부감으로 제시	샷 크기/거시 맥락 변수	에피소드 오프닝, 풍자 무대('이 모든 일이 벌어지는 도시')	Open with an extreme establishing shot: a vast aerial or high vista of the entire city or landscape, setting the macro context.	extreme establishing shot, vast aerial city vista, macro scale context	H04·드론 부감(M19) + 와이드	인물 감정 클로즈업	도시·지형 거시 제시	규모, 무대 설정, 객관	인물 부재·차가움	Strong	master establishing, city vista, extreme wide establish	—	—	—	—	—	—	—	아니오	리서치 추가(260613): S01(설정)·S02(EWS)의 거시 확장 — 풍자 에피소드 오프닝 무대샷. 무변경
S18	샷 크기	헤드샷	Headshot	머리~어깨 — 얼굴 명확 식별	샷 크기/인물 식별·공식초상 변수	공식 프로필, 인물 소개, 정치인·인사 초상, 신원 카드, 캐스팅 컷	Frame a professional headshot from the shoulders up, with the face clearly and sharply readable, neutral and identity-focused like an official portrait.	headshot, head and shoulders, face clearly readable, professional portrait, identity-focused	85mm·100mm + 균일 정면광·중립 배경	와이드 맥락·동작 씬	어깨 위 — 얼굴 명확 식별	공식성, 신뢰, 단정함	감정 폭은 좁음·정적	Normal	headshot, head and shoulders shot, profile portrait, ID shot	—	—	—	—	—	—	—	아니오	리서치 추가(260613·PhotographyShark·Backstage): S07(MCU 가슴위)·S08(CU 얼굴조임)과 구분 — 헤드샷=어깨위 공식초상(식별·중립 의도). 풍자 '공식 프로필 사진' 패러디에 유효. 무변경
S19	샷 크기	매크로 샷	Macro Shot	1:1 이상 배율 — 육안 불가 미세 질감	샷 크기/배율·물성 변수	피부 땀·금속 질감·지폐 섬유·잉크 등 초미세 디테일, 감각·상징 컷	Use a true macro shot at 1:1 or higher magnification, revealing micro-texture invisible to the naked eye (pores, fibers, ink, metal grain).	macro shot, 1:1 magnification or greater, extreme micro-texture, pores fibers ink grain	매크로 렌즈 + 얕은 심도·정밀 조명	와이드·전신·그룹 씬	배율 1:1+ 미세 물성 노출	감각, 상징, 물성 강조	초점 매우 얕음·맥락 소실	Strong	macro shot, macro lens shot, 1:1 detail, micro texture	—	—	—	—	—	—	—	아니오	리서치 추가(260613·StudioBinder Macro Lens·Fiveable): S10(ECU=크롭 크기)과 구분 — 매크로=배율/렌즈 기법(육안 불가 질감). 리서치 명시 "혼동되나 다름". 풍자 '돈·서류 섬유' 상징 인서트에 유효. 무변경
S20	샷 크기	마스터 샷	Master Shot	장면 전체·전 인물을 한 화각으로 커버	샷 크기/씬 커버리지·기준 변수	씬 오프닝 기준컷, 멀티샷 편집의 앵커, 전 인물 공간 관계 고정	Establish a master shot that covers the entire scene and all characters in one wide frame, serving as the editorial anchor for the sequence.	master shot, full scene coverage, all characters in frame, wide editorial anchor	와이드·풀샷 + 안정 구도·연속성	단일 감정 클로즈업	씬 전체·전 인물 커버	질서, 연속성, 객관 기준	인물 감정 약함·정적 위험	Normal	master shot, scene coverage, anchor wide	—	—	—	—	—	—	—	아니오	리서치 추가(260613·Pixflow·Soundstripe): S01(설정샷=장소 소개)·S21(그룹샷=구성)과 구분 — 마스터=씬 전체 커버리지/편집 기준(거의 와이드). 멀티클립 풍자 시퀀스의 앵커컷. 무변경
S21	샷 크기	그룹샷	Group Shot	4인 이상을 한 프레임에 함께	샷 크기/집단 구성 변수	집회·패널·군중·집단 행동, 4인+ 사회적 역학과 집단성 제시	Compose a group shot with four or more subjects framed together, conveying collective action, social dynamics, and ensemble relationships.	group shot, four or more subjects together, collective action, ensemble dynamics	와이드·풀샷 + 레이어·시선 설계	단일·2인 친밀 컷	4인+ 한 프레임 집단	집단성, 사회적 역학, 규모감	개별 식별 약화·중심 분산	Normal	group shot, ensemble shot, crowd framing	—	—	—	—	—	—	—	아니오	리서치 추가(260613·StudioBinder Group Shot): S15(투샷 2인)·S16(쓰리샷 3인)의 상위 — 그룹=4인+ 집단(리서치 "typically four or more"). 풍자 '집회·군중·전당대회' 집단샷에 유효. 무변경
