SC-10	공항 포토라인(출국·귀국)	1) S03 와이드·M41 리버스 트래킹 — 게이트에서 걸어 나오는 인물(정면 후퇴 추적) / 2) S07 MCU·M16 — 마이크 들이대는 기자들 사이, EM-17 턱 악물기 / 3) S10 ECU 인서트 — 셔터 누르는 손·플래시 / 4) S08 CU·EM-13 — 질문 무시·회피 시선 또는 GST-17 손사래	M41·EM-17·EM-13·GST-17·S14·AU-13·NEG12·NEG07	리버스 트래킹(M41)이 '쫓기는 권력자'를 정면 압박으로. 무응답·손사래(GST-17)가 회피 풍자. 마이크 숲=언론 압박	⚠️ 기자단 군중=다인물 함정, 인물 1인 포커스·기자는 측면 실루엣(NEG12) / 실존=캐리커처(SF-07) / 공항 한글 사이니지 후반	M41 정면 후퇴 추적이 포토라인 정본. 마이크 다발+무응답
SC-11	단상 연설	1) S03 와이드·H03 로우·M01 — 연단의 인물, BLK-15 뒤 지지자 도열 / 2) S07 MCU·M50 마이크로 푸시 — GST-27 마이크 움켜쥠·EM-41 열변 / 3) S16 쓰리샷·H04 부감 — 환호하는 청중(GST-06 박수, BLK-09) / 4) S08 CU·M01 — EM-28 파워 포즈·주먹(GST-10)	H03·GST-27·GST-10·EM-41·EM-28·BLK-15·M50·AU-07	로우앵글(H03)이 연설자를 영웅화 — 풍자는 그 과장에서. 마이크 움켜쥠(GST-27)+파워 포즈(EM-28)로 장악 연기. 점층 음악(AU-07) 고조	실존=캐리커처(SF-07) / 청중 군중=배경 처리(NEG18·NEG30) / 현수막·슬로건 한글 후반(NEG03) / 로우앵글 과장 턱·코 워핑 주의	H03+GST-27+EM-28의 권력 과시 정본. 부감 청중과 교차
SC-12	1인 시위	1) S02 익스트림 롱·H08 어깨높이·M01 — 거대한 청사 앞 홀로 선 1인(COMP-17 여백) / 2) S06 미디엄·M01 — 피켓 든 인물(GST-09 들어보임), EM-12 직시 / 3) S10 ECU 인서트 — 피켓 글자(한글 후반)·꽉 쥔 손 / 4) S03 와이드·M05 풀백 — 무심히 지나는 행인 대비	S02·BLK-17·EM-12·GST-09·M05·COMP-17·LIGHT04·NEG03	광활한 권력 건물 vs 홀로 선 한 명(스케일 대비=다윗과 골리앗). 여백(COMP-17)·관조적 거리(BLK-17)가 고독을 증폭. 직시(EM-12)=정직	피켓 한글은 따옴표 원문 명시 또는 후반(NEG03) / 실존 항의 대상은 라벨·풍자 명시 / 1인 단독이라 함정 적음	S02 스케일 대비+COMP-17 여백 정본. 고독한 정의 풍자
SC-13	출근길 도어스테핑	1) S06 미디엄·M41 리버스 트래킹 — 청사 입구 걸어오는 인물, 기자 마이크 / 2) S07 MCU·M40 — 멈춰 서서 즉답, EM-41 발화 또는 EM-39 곁눈 견제 / 3) S10 ECU 인서트 — 들이대는 마이크·녹음기 / 4) S03 와이드·M05 — 답 끊고 들어가는 뒷모습(O04 후면)	M41·M40·EM-41·EM-39·GST-17·O04·S14·NEG12	'약식 문답'의 권력-언론 줄다리기 — 즉답이냐 회피(GST-17)냐가 캐릭터. 리버스 트래킹+정착(M40)으로 멈춤의 순간 포착	⚠️ 기자단=다인물 함정, 1인 포커스(NEG12) / 실존=캐리커처(SF-07) / 청사 한글 사이니지·녹음기 후반 / 5초+ 발화 립싱크(NEG07)	M41→M40 정착이 도어스테핑 정본. SC-10 포토라인과 친족(일상판)
SC-14	단식 농성	1) S03 와이드·H02 하이앵글·M01 — 천막·돗자리, 누운 인물(위축 시점) / 2) S08 CU·M50 — 초췌한 얼굴(EM-44 깊은 주름·EM-19 천리안 응시) / 3) S10 ECU 인서트 — 며칠째 표시 현수막·물병(한글 후반) / 4) S07 MCU·M01 — 면회 오는 인물 GST-14 합장 호소	H02·EM-19·EM-44·EM-26·GST-14·M50·LIGHT05·NEG03	하이앵글(H02)이 단식자를 작고 약하게(취약 시각화). 초췌함(EM-44)+허탈 응시(EM-19)의 진정성 vs 정치적 연출의 양가. 합장(GST-14) 호소	실존=라벨(SF-07) / 농성 현수막 한글 후반(NEG03) / 건강 위해 미화/조롱 균형 주의 / 면회객 2인 상한	H02 위축+EM-19/44가 단식 정본. 진정성/연출 양가로 열어둠
SC-15	삭발식	1) S07 MCU·H01·M01 — 의자에 앉은 인물, 결연한 표정(EM-17 턱 악물기) / 2) S10 ECU 인서트·M50 — 바리캉에 깎여 떨어지는 머리카락 / 3) S08 CU·M01 — 드러나는 두피·EM-16 눈물 글썽 / 4) S16 쓰리샷·R04 — 둘러선 동료(BLK-14 원형)·박수(GST-06)	GST-06·EM-17·EM-16·S13·BLK-14·M50·LIGHT19·NEG02	'결연한 희생'의 의례 — 떨어지는 머리카락 인서트가 결단의 상징. 둘러싼 동료(BLK-14)가 의례화. 눈물(EM-16)/결의(EM-17)의 절정	실존=캐리커처(SF-07) / 머리카락·바리캉 물리·얼굴 일관성(NEG02) / 둘러선 인물=배경 처리·2인 클로즈 상한(NEG12) / 정치 퍼포먼스 풍자 톤	GST-06+BLK-14 의례 정본. 머리카락 인서트가 시그니처 상징
SC-16	여론조사 그래픽 설명	1) S07 MCU·V13 중계·M01 — 앵커가 옆 스크린 가리키며(GST-09) 설명 / 2) S13 인서트·M12 줌인 — 막대·원형 그래프(한글 수치 후반) / 3) S08 CU·EM-41 — 강조하는 발화 표정 / 4) S16 쓰리샷 — 패널 토론(BLK-04 깊이 배치)	ENV09·V13·GST-09·EM-41·S13·M12·NEG32·NEG03	데이터 권위의 연출 — 그래픽이 곧 메시지(풍자는 그래프 왜곡으로: 잘린 축·과장 스케일). GST-09 지시로 '읽어주는 권위'	그래프·수치 한글 UI는 NEG32·NEG03 핵심 — 전부 후반 합성, 생성은 단색 플레이트만 / 가짜 통계 풍자 의도 명시 / 앵커 실존이면 라벨	ENV09+S13 인서트 정본. 그래프는 100% 후반(왜곡 통계 풍자 코어)
SC-17	속보 자막 오프닝	1) S07 MCU·V13·M01 — 스튜디오 앵커, 긴박한 표정(EM-41) / 2) S13 인서트·M14 크래시 줌 — 속보 그래픽 슬램(한글 후반) / 3) S17 익스트림 설정·M19 — 사건 현장 부감 전환 / 4) S03 와이드·V11 — 현장 기자 중계	ENV09·V13·AU-19·AU-05·M14·S13·NEG03·NEG06	'BREAKING' 관용구 패러디 — 긴박 음악(AU-19)+스팅어 슬램(AU-05)+크래시 줌(M14)의 과잉으로 속보 인플레 풍자. 첫 0~2초 오디오 훅(AU-15)	속보 그래픽·티커 한글은 100% 후반(NEG03·NEG06) / 실제 방송사 로고·시그널 멜로디 복제 금지(AU-19) / AI 고지 동봉(SF-05)	ENV09+AU-19+AU-05 정본. 가짜 속보 포맷의 오프닝 공식
SC-18	회의실 밀담	1) S15 투샷·H01·M01 — 긴 테이블, 두 인물 머리 맞댐(BLK-11 근접) / 2) S08 CU·M50 — EM-43 속삭이는 표정·곁눈 경계(EM-39) / 3) S10 ECU 인서트 — 테이블 밑 건네는 봉투(GST-24) / 4) S16 쓰리샷·BLK-18 — 문밖 엿보는 제3자	EM-43·EM-39·GST-24·BLK-11·S15·LIGHT19·NEG12·LIGHT14	로우키(LIGHT14)+근접(BLK-11)+속삭임(EM-43)이 '밀실 결탁'을 시각화. 테이블 밑 봉투(GST-24)=뒷거래. 엿보는 시선(BLK-18)이 폭로 예고	실존=캐리커처(SF-07) / 2인 밀착, 제3자는 배경·실루엣(NEG12) / 봉투·서류 한글 후반 / 음모론 단정 회피·풍자 명시	EM-43+GST-24+LIGHT14 결탁 정본. 어두운 2인 밀착이 핵심
SC-19	책상 서류 폭로	1) S08 CU·H01·M01 — 인물이 서류를 펼쳐 들어 보임(EM-12 직시) / 2) S10 ECU 인서트·M50 — 서류의 핵심 줄·도장(MT-35, 한글 후반) / 3) S07 MCU·EM-21 — 삿대질·고발 발화(EM-42) / 4) S16 쓰리샷 — 당황하는 상대(EM-06 놀람)·기자 반응	GST-26·MT-35·EM-12·EM-21·EM-42·S13·V15·NEG03	'결정적 증거' 공개의 드라마 — 서류 인서트(MT-35 도장)가 폭로의 물증. 직시(EM-12)+삿대질(EM-21)=고발자 자세. GST-26 던지기로 격화 가능	서류 한글은 따옴표 원문 또는 후반(NEG03) / 폭로 내용 사실 단정 회피·의혹/풍자 명시(SF-07) / 손 NEG01 / 1~2인 클로즈	GST-26+MT-35 인서트 정본. 증거를 들여다보는 시점(V15) 활용
SC-20	후보 단일화 손맞잡기	1) S15 투샷·H03 로우·M01 — 두 후보 나란히, 단상 / 2) S07 MCU·M50 — GST-20 손 맞잡고 머리 위로 번쩍·EM-31 자긍 / 3) S08 CU·M01 — 맞닿은 두 손(GST-01) 클로즈, 그러나 EM-39 곁눈 견제 / 4) S03 와이드·H04 — 환호 청중(BLK-09)	GST-20·GST-01·EM-31·EM-39·H03·BLK-15·M50·NEG12	'연대의 쇼' — 들어올린 맞잡은 손(GST-20)의 과시 vs 곁눈 견제(EM-39)의 속내 낙차가 풍자. 로우앵글로 영웅화한 뒤 미세 단서로 균열	⚠️ 2인 동등 프레임 — 얼굴·복장 구분 명시(NEG12) / 둘 다 실존=각각 캐리커처·라벨(SF-07) / 손 맞잡음 NEG01 / 현수막 한글 후반	GST-20+EM-39 정본. '맞잡은 손'과 '곁눈'의 동시성이 핵심 풍자
SC-21	표결 전광판	1) S03 와이드·H03 로우·M01 — ENV07 본회의장 전광판 점등 순간 / 2) S13 인서트·M12 줌인 — 찬반 숫자판(한글·숫자 후반) / 3) S16 쓰리샷·M02 팬 — 의석 반응(환호 GST-06 / 침통 EM-26) / 4) S08 CU·M01 — 의사봉 두드리는 손(GST-25 계열)	ENV07·S13·BLK-18·GST-06·EM-26·M12·NEG32·NEG03	전광판 숫자=권력의 산수. 점등 순간의 정지→반응 컷의 리듬. 환호와 침통(EM-26)을 같은 프레임 양분(BLK-18)으로 승패 대비	전광판 숫자·한글은 NEG32·NEG03 핵심 — 후반 합성, 생성은 빈 패널 / 의회 명패 후반 / 다수 의석=배경 처리(NEG18·NEG30)	ENV07+S13 전광판 인서트 정본. 숫자판은 100% 후반(조작 풍자 여지)
