ID	대분류	한국어명	영문명	기준	변수 역할	사용하면 좋은 상황	GPT Image 2용 삽입 지시문	Gemini/Nano Banana 2용 삽입 지시문	추천 조합	피해야 할 조합	시각 효과	감정 효과	왜곡/실패 리스크	강도	유사어/검색어	검증 상태	분리 인덱스 필요	메모
LIGHT20	조명	무대 스포트라이트	Stage Spotlight	암전 속 단일 추광	조명 변수	연설·공연·1인 풍자 무대, 고백 장면	Light with a single hard stage spotlight from above, the subject isolated in a pool of light against darkness.	single stage spotlight, pool of light, dark surroundings	S04~S07 + LIGHT14 결	자연광 씬	암전 속 고립 인물	주목, 연극성	어둠부 디테일 소실	Strong	spotlight stage	리서치⚪(260613) — 미실측	아니오	정치인 원맨쇼 풍자 구도와 궁합
LIGHT21	조명	가로등·헤드라이트 야간	Streetlight / Headlight Night	점광원 웅덩이의 밤거리	조명 변수	밤거리, 추적·잠입, 도시 서정	Light the night street with warm sodium streetlamp pools and passing car headlights sweeping across.	sodium streetlight glow, passing headlights, night street pools of light	LIGHT02 + M09 + LC-13(젖은 노면)	대낮 채도	점광원 웅덩이	고독, 긴장	광원 다수 = 그림자 모순 주의(SH-03)	Normal/Strong	streetlight night	리서치⚪(260613) — 미실측	아니오	wet asphalt 반사는 검증 어휘(LC-13)와 세트
LIGHT22	조명	스크린 글로우	Screen Glow	폰·모니터의 얼굴광	조명 변수	새벽에 폰 보는 얼굴, 관제실, 현대 일상	Light the face with a cold blue glow from a phone screen in a dark room, shifting subtly as content scrolls.	cold screen glow on face, dark room, blue cast from monitor	S08(CU) + LIGHT06 결	자연광 과다 혼합	정보화 시대의 초상	불안, 몰입, 고립	청색 피부 왜곡	Normal	phone screen light	리서치⚪(260613) — 미실측	아니오	밤새 댓글 보는 인물 등 시사 풍자 정석 컷
LIGHT23	조명	경광등 펄스	Emergency Light Pulse	적·청 점멸광	조명 변수	사건·사고 현장, 단속, 위기	Light the scene with slow alternating red and blue emergency light pulses washing over faces and walls.	red and blue emergency lights, slow pulse, night scene	V04(바디캠) + ENV 거리 계열	NEG04(플리커 차단)와 모순 — 빼기	위기의 색 펄스	긴박, 불안	점멸=플리커 과장 위험(slow pulse 명시)	Strong	police lights	리서치⚪(260613) — 미실측	아니오	뉴스 재연·사건 풍자용. 모순 금지 룰(§5) 적용 사례
LIGHT24	조명	새벽 여명	Pre-dawn First Light	해 뜨기 직전 한색 저광량	조명 변수	출근길·새벽 노동·결의의 오프닝	Light with dim cold pre-dawn ambience, the first pale light on the horizon while streetlights are still on.	pre-dawn light, cold dim ambience, first pale light, streetlights still on	ENV02/ENV16 + S02~S03	골든아워와 혼용(시간대 충돌)	차분한 시작의 공기	쓸쓸함, 각오	저광량 노이즈	Normal	dawn, first light	리서치⚪(260613) — 미실측	아니오	LIGHT01(골든아워)과 별개 시간대 — 동시 선언 금지
LIGHT25	조명	모티베이티드 실내등	Motivated Practical Lighting	화면 속 광원이 빛을 정당화	조명 변수	리얼·일상·인물 클로즈업	Light the scene with a single visible practical lamp in frame that motivates all the illumination, warm pool of light falling off naturally.	motivated practical lamp in frame, warm pool of light, natural falloff	S07~S08(실내 인물) + LIGHT17	무대 스포트라이트(LIGHT20)와 동시	광원이 보이는 자연스러움	진정성, 일상	광원 노출 과다 시 플레어	Normal	practical lighting, motivated light	리서치⚪(260613)	아니오	영상·이미지 공용. 화면 안 램프 1개가 빛을 정당화 — 가장 현실적 룩
LIGHT26	조명	네거티브 필 (감산 조명)	Negative Fill	검은 면으로 한쪽 광 흡수	조명 변수	얼굴 한쪽 음영 심화, 입체·긴장	Add negative fill on the shadow side: a black flag absorbing ambient bounce so one side of the face falls into deep shadow.	negative fill, black flag shadow side, deep falloff, subtractive lighting	창가 자연광(LIGHT05) + S08	하이키(LIGHT15)와 모순	한쪽만 깊은 음영	긴장, 진중	과하면 반쪽 암흑	Normal	negative fill, subtractive lighting	리서치⚪(260613)	아니오	영상·이미지 공용. 빛을 더하지 않고 한쪽을 빼는 기법
LIGHT27	조명	CTB/CTO 젤 색온도 푸시	Color Gel Push (CTB/CTO)	보정젤로 색온도 강제 이동	조명 변수	난한색 의도적 대비, 시네마 무드	Push color temperature with gels: warm CTO key light against cool CTB ambient for a deliberate orange-blue split.	CTO gel warm key, CTB gel cool ambient, orange and blue temperature split	혼합 색온도(LIGHT17) + 야간 실내	단일 톤 다큐 씬	강제된 색온도 대비	영화적, 인공	피부 색 왜곡	Normal/Strong	CTB CTO gel, color temperature gel	리서치✅(260613 — Rosco/IATSE 보정젤: full CTB 3200→5700K)	아니오	영상·이미지 공용. 자연 믹스(LIGHT17)와 달리 의도적 젤 푸시
LIGHT28	조명	바운스/북라이트 소프트	Bounce / Book-Light Soft	이중 확산 초대형 소프트	조명 변수	뷰티 인터뷰, 부드러운 품격 인물	Light with an extra-soft book-light: light bounced into white and through diffusion, wraparound soft shadow with gentle gradation.	book-light soft source, bounced and diffused, wraparound soft shadow	S07~S09(인물) + 하이키 결	하드 직사광(LIGHT04)	극도로 부드러운 랩어라운드	포근, 신뢰	입체감 부족	Subtle	book light, bounced soft light	리서치⚪(260613)	아니오	영상·이미지 공용. 바운스+디퓨전 이중 확산 = 가장 부드러운 키
LIGHT29	조명	하드 직사광 레이킹	Hard Raking Sidelight	측면 스침광으로 질감 강조	조명 변수	벽·피부·먼지 질감, 거친 리얼	Rake a hard direct light low across the surface, skimming sidelight that reveals every texture and casts long hard shadows.	hard raking sidelight, grazing light, texture revealed, long hard shadows	거친 다큐 + 벽·노동 손	버터플라이(LIGHT11) 뷰티	질감을 드러내는 스침광	거침, 노동, 사실	피부 결점 강조	Strong	raking light, grazing sidelight	리서치⚪(260613)	아니오	영상·이미지 공용. 표면을 스쳐 질감 극대화(노동·풍파)
LIGHT30	조명	탑라이트	Top Light	정수리 수직 하강광	조명 변수	고립·심문·신성/무자비	Light from directly overhead, vertical top light pooling on the head and shoulders while eyes fall into shadow.	top light, overhead vertical light, eyes in shadow, pooled on shoulders	S08 + 취조실 결	창가 측광(LIGHT05)과 동시	눈가 그림자 수직광	고립, 무자비	표정 손실(의도면 OK)	Strong	top light, overhead light	리서치✅(260613 — 톱·사이드광이 무드 지배)	아니오	영상·이미지 공용. 한낮 직사(LIGHT04)와 달리 인공 실내 수직광
LIGHT31	조명	언더라이트	Under-light (Horror)	아래→위 역광으로 기괴	조명 변수	공포·위협·악역 풍자	Light from below the face, sinister up-lighting that inverts natural shadows and casts eerie shadows upward.	under-lighting from below, sinister up-light, inverted shadows, eerie	로우키(LIGHT14) + S08	모티베이티드 자연등(LIGHT25)	그림자 반전 기괴함	위협, 불쾌	캠프하게 과장될 위험	Strong	underlighting, up-light	리서치✅(260613 — 아래 광원=sinister/creepy)	아니오	영상·이미지 공용. CT-01(폰빛 언더라이팅)의 조명 모듈판
LIGHT32	조명	에지/키커 라이트	Edge / Kicker Light	후측면 가장자리 분리광	조명 변수	배경 분리, 입체 강조, 광고 인물	Add a kicker light from behind and to the side, a sharp bright edge along the cheek and shoulder separating subject from background.	kicker light, edge light from behind-side, sharp rim on cheek and shoulder	3점 조명(LIGHT09) + 어두운 배경	플랫 전면광	날카로운 가장자리 광	세련, 입체	노출 어려움	Normal	kicker light, edge light	리서치✅(260613 — 후측면 윤곽광)	아니오	영상·이미지 공용. 림/백(LIGHT12)보다 좁은 측면 가장자리만
LIGHT33	조명	아이라이트/캐치라이트	Eye-light / Catchlight	눈 속 반사 점광	조명 변수	생기 있는 눈, 인물 클로즈업	Add a small eye-light near the lens producing a clear catchlight in the eyes that makes the gaze feel alive.	eye-light, catchlight in the eyes, small light near lens, lively gaze	S08~S09(타이트 CU)	실루엣(LIGHT13)·익명 처리	눈동자 반사 하이라이트	생기, 친밀	없으면 죽은 인상(의도면 제거)	Subtle	catchlight, eye light	리서치✅(260613 — 캐치라이트=눈의 생기, 부재=사망 암시)	아니오	영상·이미지 공용. 캐치라이트 제거는 '죽은 눈' 연출
LIGHT34	조명	고보/쿠컬로리스 점박이	Gobo / Cucoloris Dappled	스텐실로 무늬 그림자	조명 변수	나뭇잎·블라인드 그림자, 공간감	Break the light with a cucoloris casting dappled leaf-shadow patterns across the wall and face, soft natural texture.	dappled gobo light, cucoloris leaf-shadow pattern, blinds shadow on wall	창가(LIGHT05) + 실내 인물	플랫 균일광(LIGHT15)	무늬진 그림자 텍스처	자연스러움, 분위기	무늬 과다 시 산만	Normal	gobo, cucoloris, dappled light	리서치✅(260613 — 고보=stencil, 쿠키=부드러운 dappled)	아니오	영상·이미지 공용. 블라인드 무늬는 누아르 슬랫과도 연계
LIGHT35	조명	번개 섬광	Lightning Flash	순간 푸른 강광 점멸	조명 변수	폭풍우 밤, 충격·계시 순간	Flash bright cold lightning intermittently through the window, brief blue-white bursts illuminating the dark interior.	lightning flash, brief cold blue-white bursts, dark interior, storm window	달빛(LIGHT06) + 밤 실내	NEG04(플리커)와 모순 — 명시적 의도	순간 강광 점멸	충격, 공포	플리커 과장 — brief burst 명시	Strong	lightning flash, storm light	리서치⚪(260613)	아니오	영상(Kling)·이미지 공용. 경광등(LIGHT23)처럼 점멸 모순 룰 적용
LIGHT36	조명	프로젝터/빔 광	Projector / Beam Light	먼지 속 영사 광추	조명 변수	극장·발표·회상 영사, 입자감	Light with a single projector beam cutting through dusty air, visible cone of light and the image cast on a far surface.	projector beam through dust, visible light cone, image cast on surface	볼류메트릭(LIGHT16) 결 + 어두운 실내	하이키 클린	먼지 속 광추	향수, 폭로	연무 과다 시 뿌염	Normal/Strong	projector beam, light cone	리서치⚪(260613)	아니오	영상·이미지 공용. 갓레이(LIGHT16)와 달리 영사된 이미지 동반
LIGHT37	조명	클럽 무빙헤드/디스코	Club Moving-Head / Disco	움직이는 다색 무대광	조명 변수	클럽·파티·풍자 유흥 씬	Light the club with sweeping multi-color moving-head beams, magenta and cyan shafts crossing through haze over the crowd.	moving-head club lights, sweeping multi-color beams, magenta cyan haze, disco	네온(LIGHT08) + 군중 환경	정적 다큐 톤	움직이는 색 빔	흥분, 향락	피부색 왜곡, 산만	Strong	moving head, disco lights, club lighting	리서치⚪(260613)	아니오	영상(Kling 움직임 강함)·이미지 공용. 유흥·향락 풍자
LIGHT38	조명	링라이트 (UGC/뷰티)	Ring Light (UGC/Beauty)	렌즈축 무영 균일광	조명 변수	1인 방송·유튜버·인플루언서 풍자	Light the face with a frontal ring light, even shadowless glow with a circular catchlight in the eyes, flat UGC look.	ring light, even shadowless frontal glow, circular catchlight, flat selfie look	S08(정면 CU) + 현대 일상	렘브란트(LIGHT10)·드라마 명암	무영 평면 정면광	자기과시, 현대성	입체감 전무(의도면 OK)	Normal	ring light, beauty light selfie	리서치✅(260613 — 렌즈축 근접 무영광, 원형 캐치라이트)	아니오	영상·이미지 공용. 인플루언서·자기연출 풍자의 시각 기표
LIGHT39	조명	나트륨/수은등 산업광	Sodium / Mercury Vapor Industrial	판별 나쁜 단색 산업광	조명 변수	공장·주차장·지하·낡은 도시	Light with discontinuous industrial vapor lamps: sickly orange sodium or greenish mercury cast, low color rendering, grimy mood.	sodium orange vapor light, greenish mercury-vapor cast, low CRI industrial, grimy	차가운 간접(LIGHT19)·LIGHT18 결	골든아워 감성	판별 나쁜 단색광	삭막, 쇠락	피부톤 심하게 왜곡	Strong	sodium vapor, mercury vapor light	리서치✅(260613 — 수은등 5600~6400K 청록·고압나트륨 황등·저CRI)	아니오	영상·이미지 공용. 가로등(LIGHT21)과 별개의 산업/실내 단색 vapor
LIGHT40	조명	모닥불 춤추는 화광	Dancing Firelight	큰 화염의 흔들리는 난색	조명 변수	캠프파이어·화재·시위 화염	Light with large dancing firelight, flickering warm orange glow with restless moving shadows from below and the side.	dancing firelight, large flickering orange glow, restless moving shadows	밤 환경(LIGHT06 반대 톤)	형광·네온	크게 흔들리는 화광	열기, 원초성	플리커 과장 위험	Strong	bonfire light, fire glow	리서치⚪(260613)	아니오	영상(Kling 흔들림)·이미지 공용. 촛불(LIGHT07)보다 크고 거친 화염 — 시위·화재 재연
LIGHT41	조명	취조실 단일 백열등	Interrogation Single Bulb	머리 위 흔들리는 알전구	조명 변수	심문·고발·압박 1인 씬	Light with a single bare bulb hanging overhead, harsh pool of light on the table and face, the rest of the room swallowed in black.	single bare bulb overhead, harsh table pool, face lit, room in black, interrogation	로우키(LIGHT14)+탑라이트(LIGHT30) 결	하이키·자연광	머리 위 단일 추광	압박, 고립	눈가 그림자로 표정 손실	Strong	interrogation light, bare bulb	리서치⚪(260613)	아니오	영상·이미지 공용. 무대 스포트(LIGHT20)와 달리 화면 속 알전구가 광원
LIGHT42	조명	TV 플리커 글로우	Motivated TV Flicker	꺼진 방의 TV 깜빡임	조명 변수	혼자 TV 보는 밤, 무기력 일상	Light the dark room only with a flickering television glow, shifting cold blue-to-white tones washing over the still face.	flickering TV glow, dark room, shifting cold blue-white wash on face	스크린 글로우(LIGHT22) 결 + S08	자연광 혼합	깜빡이는 화면광	무기력, 고립	플리커 과장 — soft shift 명시	Normal	tv flicker glow	리서치⚪(260613)	아니오	영상·이미지 공용. 폰 글로우(LIGHT22)의 거실 TV판 — 미디어 소비 풍자
LIGHT43	조명	노을 실내 혼합 박명	Twilight Practical Mix	창밖 박명+실내 등 켜짐	조명 변수	퇴근 무렵 실내, 전환의 시간	Mix fading blue twilight from the window with warm interior practicals just switched on, balanced dusk interior.	twilight window blue, warm interior practicals just on, balanced dusk interior	블루아워(LIGHT02)+모티베이티드(LIGHT25)	정오 직사광	내외 색온도 박명 균형	전환, 사색	저광량 노이즈	Normal	twilight interior, dusk practicals	리서치⚪(260613)	아니오	영상·이미지 공용. 블루아워(LIGHT02 야외)와 달리 실내 등 켜진 균형
LIGHT44	조명	하드 누아르 슬랫	Hard Noir Slat	블라인드 줄무늬 강광	조명 변수	누아르·감시·심리극	Light through venetian blinds, hard slatted light stripes across the face and wall in deep low-key noir.	hard venetian blind slats, light stripes on face and wall, low-key noir	누아르(STYLE06)+로우키(LIGHT14)	하이키·플랫	줄무늬 하드 그림자	긴장, 감시	어둠부 뭉개짐	Strong	venetian blind light, film noir slats	리서치✅(260613 — 고보/블라인드 무늬광의 누아르 정석)	아니오	영상·이미지 공용. 고보(LIGHT34)의 하드 누아르 특화판
LIGHT45	조명	단일 소프트키 깊은 폴오프	Single Soft Key Deep Falloff	필 없는 부드러운 단일광	조명 변수	내밀한 1인 초상, 절제된 드라마	Light with a single soft key and no fill, gentle on the lit side falling smoothly into deep shadow on the other.	single soft key, no fill, smooth deep falloff into shadow, intimate portrait	창가(LIGHT05)+네거티브필(LIGHT26)	3점 조명(LIGHT09)	부드럽게 어둠으로 떨어짐	내밀, 진중	반쪽 어둠(의도)	Normal	single soft key, short lighting	리서치⚪(260613)	아니오	영상·이미지 공용. 부드럽되 필 없어 깊은 음영 — 절제된 초상
