ID	대분류	한국어명	영문명	기준	변수 역할	사용하면 좋은 상황	GPT Image 2용 삽입 지시문	Gemini/Nano Banana 2용 삽입 지시문	추천 조합	피해야 할 조합	시각 효과	감정 효과	왜곡/실패 리스크	강도	유사어/검색어	검증 상태	분리 인덱스 필요	메모
NEG10	실패 방지	카메라 드리프트·과잉 무브	Camera Drift / Excess Motion	의도 외 카메라 움직임 차단	제어/억제 변수	고정 프레이밍(locked-off) 씬	Keep the camera stabilized and locked.	camera drift, excessive camera movement, shaky frame + (포지티브: stabilized camera, locked-off framing)	M01(고정)·3.0 원본 유지 모드	핸드헬드·FPV 연출	—	—	다이내믹 죽음	Normal	stable locked camera	실증✅(260611 전기톱 "Locked-off framing, no camera movement")	아니오	Kling 3.0 탭(원본 유지형)의 핵심 짝
NEG11	실패 방지	피부 플라스틱화	Plastic Skin	과보정 차단	제어/억제 변수	실사 인물 클로즈업	Keep natural skin texture.	plastic skin, over-smoothing, waxy face + (포지티브: natural skin texture)	STYLE01 + S07~S09	애니·3D 화풍	—	—	—	Subtle	natural skin	실증✅(260611 케이스2 "natural skin texture" 포지티브로 사용)	아니오	포지티브 표현이 더 효과적인 항목 — 테일에 natural skin texture 넣는 쪽 우선
NEG12	실패 방지	다인물 혼동	Character Blending	인물 간 얼굴·복장 섞임 차단	제어/억제 변수	2인+ 동일 프레임, 샷-리버스샷	Keep each character's face and outfit distinct.	character blending, face swap between characters, merged identities, wrong character speaking	§3 다인물 룰(1~2명 상한·포커스 주체 명시)과 세트	1인 단독 샷(불필요)	—	—	과하면 상호작용 경직	Normal	character mixing	리서치✅(260612 — 3인+ 혼동 ~20% 정량)	아니오	텍스트 차단은 보조 — 근본 대책 = element 분리·샷 분할(§3)
NEG13	실패 방지	멀티샷 드리프트 블록	Multi-shot Drift Block	샷 간 일관성 전용 테일	제어/억제 변수	모든 멀티샷(B·C방식)	Keep character, lighting, and tone consistent across all shots.	character drift between shots, audio desync, tonal shift between cuts, lighting inconsistency, garbled speech	NEG00 뒤에 합류 + LC-01(연속성 블록)	단일 샷(불필요)	—	—	—	Normal	multi-shot consistency	리서치✅(260612 — 지침 §5 멀티샷 블록)	아니오	지침 §5 멀티샷 전용 추가 블록의 정본 ID — 모듈 ID 줄에 표기
NEG14	실패 방지	애니 오프모델	Off-model (Animation)	애니 캐릭터 작화 붕괴 차단	제어/억제 변수	애니·카툰 화풍(STYLE10~16·25) 인물	Keep the character on-model with a consistent design.	off-model character, inconsistent character design, proportions shifting between shots, style mixing	STYLE12/STYLE25 + @참조	실사 화풍(불필요)	—	—	—	Normal	on-model consistency	리서치⚪(260613) — 미실측	아니오	3등신(STYLE25) 채택 시 proportions shifting 차단이 특히 유효 추정
NEG15	실패 방지	과채도·HDR룩	Over-saturation / HDR Look	색·대비 과포화 차단	제어/억제 변수	자연스러운 다큐·실사 톤 목표 씬	Keep natural color and balanced contrast.	over-saturated, HDR look, garish colors, crushed contrast, oversaturated	14 색보정(자연 그레이딩)·다큐 테일과 세트	의도적 비비드·팝아트·광고룩 씬	평탄·과장 색 죽임	차분한 사실감	자연 톤이 형광색으로 뜸	Normal	oversaturation, hdr	리서치⚪(260613)	아니오	비비드 연출(광고·팝) 샷에선 빼기(PE-05 모순)
NEG16	실패 방지	AI 플라스틱 광택·과매끄러움	AI Plastic Sheen / Over-smoothing	전체 면 과매끄러움 차단(NEG11=피부 한정과 구분)	제어/억제 변수	질감 살린 실사·필름 룩 전 씬	Keep realistic surface texture and natural micro-detail.	plastic sheen, over-smoothed surfaces, airbrushed look, fake-glossy render	NEG11(피부)과 병행 + ET-01 sharp detail	애니·3D·매끈한 CG 화풍	표면 질감·디테일 복원	실물감	모든 면이 코팅된 듯	Subtle	ai gloss, over-smoothing	리서치⚪(260613)	아니오	NEG11은 피부 국소, 이건 화면 전반 표면
NEG17	실패 방지	피사체 복제·배경 클로닝	Duplicated Subject / Cloned Background	같은 인물·요소 반복 차단	제어/억제 변수	단일 주체·반복 패턴 배경 씬	Keep a single instance of the subject; no duplicates.	duplicated subject, cloned figures, repeated faces, tiled background, copy-paste artifacts	§3 다인물 룰 + NEG12와 세트	의도적 반복·군중 양산	중복 제거	깔끔한 단일 구성	같은 얼굴·소품 여러 개	Normal	duplication, cloning	리서치⚪(260613)	아니오	와이드샷·생성 군중에서 잘 발생
NEG18	실패 방지	군중 내 사지 융합·여분	Extra / Fused Limbs in Crowds	군중부 팔다리 오류 차단	제어/억제 변수	군중·집회·다수 인물 배경	Keep each person with correct, separate limbs.	extra limbs, fused bodies, merged people, malformed background figures	V13(중계)·ENV(집회) + NEG01	단일 인물 샷(불필요)	군중 무난하게	자연스러운 다수	배경 인물 기형	Normal	crowd anatomy	리서치⚪(260613)	아니오	NEG01(주체 해부)의 군중·배경판 — 군중 샷에서만 추가
NEG19	실패 방지	부유·미접지 객체	Floating / Ungrounded Objects	접지 안 된 떠있는 물체 차단	제어/억제 변수	소품·인물이 바닥과 닿는 씬	Keep objects grounded with believable contact and shadows.	floating objects, ungrounded subject, no contact shadow, hovering feet	NEG08(물리)·SH(접지 그림자)와 세트	무중력·부유 연출 의도	접지·접촉 그림자	물리적 안정	발·소품이 떠 보임	Normal	grounding, contact shadow	리서치⚪(260613)	아니오	접지 큐는 포지티브(contact shadow)가 더 효과적(PE-19)
NEG20	실패 방지	스케일·비례 오류	Wrong Scale / Proportion	요소 간 크기 관계 붕괴 차단	제어/억제 변수	인물-소품-배경 크기 관계 중요 씬	Keep consistent, believable scale and proportion between elements.	wrong scale, distorted proportions, giant or tiny objects, inconsistent size	구도 산문(17)·원근 렌즈(01a)와 세트	초현실·과장 스케일 풍자	올바른 원근·크기	공간 신뢰	소품이 거대/축소	Normal	scale error, proportion	리서치⚪(260613)	아니오	과장 스케일 풍자 의도면 빼기
NEG21	실패 방지	시대 불일치 소품	Anachronistic Props	시대극·시대 설정 오염 차단	제어/억제 변수	시대극·특정 연대 배경(ENV 시대극)	Keep period-accurate props only.	anachronistic props, modern objects, out-of-era items, wrong-period technology	ENV(시대극)·고증 설정과 세트	현대-과거 충돌 개그 의도	시대 일관성	시대 몰입	조선 배경에 현대물	Subtle	anachronism, period accuracy	리서치⚪(260613)	아니오	시대 충돌 풍자(타임슬립 개그)면 빼기
NEG22	실패 방지	브랜드/로고 환각	Brand / Logo Hallucination	가짜 상표·로고 생성 차단	제어/억제 변수	실존 브랜드 노출 피하려는 전 씬	No brand logos, trademarks, or recognizable brand marks.	hallucinated logos, fake brand marks, trademark text, recognizable corporate logos	NEG06(워터마크)·SF IP 프레이밍과 세트	브랜드가 풍자 핵심인 씬(별도 검토)	상표 제거	IP 리스크↓	배경에 가짜 로고 범벅	Normal	logo hallucination, trademark	리서치⚪(260613)	아니오	IP·법적 리스크 — PE-09와 직결, 풍자 대상 브랜드는 별도 판단
NEG23	실패 방지	죽은/유리알/비대칭 눈	Dead / Glassy / Asymmetric Eyes	눈 생명력·대칭 붕괴 차단	제어/억제 변수	인물 클로즈업·정면 응시 씬	Keep lively, symmetric, naturally focused eyes.	dead eyes, glassy stare, asymmetric pupils, misaligned gaze, lazy eye	NEG07(립/눈 글리치)·NEG02와 세트	—	또렷·생기 있는 눈	교감·생명감	눈이 죽거나 짝눈	Normal	dead eyes, glassy eyes	리서치⚪(260613)	아니오	NEG07은 동영상 떨림, 이건 정지·시선 품질
NEG24	실패 방지	치아 과잉·왜곡	Extra Teeth / Dental Distortion	치아 개수·배열 붕괴 차단	제어/억제 변수	웃는·말하는 클로즈업 인물	Keep a natural number of well-formed teeth.	extra teeth, distorted teeth, too many teeth, dental glitch	NEG07(립싱크)과 세트	치아 안 보이는 샷(불필요)	자연스러운 치열	자연 미소	웃을 때 치아 괴물	Subtle	teeth distortion	리서치⚪(260613)	아니오	웃는 샷·클로즈업에서만 추가(경제성 PE-06)
NEG25	실패 방지	의도외 모션 스미어	Unwanted Motion Smear	번지는 잔상 차단	제어/억제 변수	선명 유지 영상 샷	Keep motion clean without unwanted blur or smearing.	motion smear, ghosting, unwanted motion blur, trailing artifacts	NEG04(플리커)·M(무브) 1개 원칙과 세트	의도적 모션블러·장노출 연출	선명한 동작	또렷한 움직임	빠른 부위가 뭉개짐	Normal	motion smear, ghosting	리서치⚪(260613)	아니오	영상 전용 — 의도적 모션블러 샷에선 빼기
NEG26	실패 방지	컬러 밴딩·번짐	Color Banding / Bleed	그라데이션 띠·색 번짐 차단	제어/억제 변수	하늘·그라데이션·단색 배경 씬	Keep smooth gradients without banding or color bleed.	color banding, posterization, color bleeding, gradient steps	NEG05(화질)·14 색보정과 세트	포스터·플랫 일러스트(밴딩 의도)	매끈한 계조	깔끔한 배경	하늘에 띠·번짐	Subtle	banding, posterization	리서치⚪(260613)	아니오	플랫·포스터 화풍에선 빼기
NEG27	실패 방지	오버샤픈 헤일로	Oversharpen Halos	과샤프닝 윤곽 테두리 차단	제어/억제 변수	자연스러운 윤곽 요구 실사	Keep natural edges without sharpening halos.	oversharpen halos, edge halos, crunchy outlines, ringing artifacts	NEG16(과매끄러움)의 반대극 + ET-01	하드 그래픽·만화 외곽선	자연 윤곽	깨끗한 가장자리	윤곽에 흰 테두리	Subtle	oversharpen, halo, ringing	리서치⚪(260613)	아니오	NEG05와 다른 축(과샤프 vs 블러) — 둘 다 넣지 말 것(PE-06)
NEG28	실패 방지	JPEG/압축 뭉개짐	JPEG / Compression Mush	블록·모스키토 노이즈 차단	제어/억제 변수	고화질 최종 산출 씬	Keep clean detail without compression artifacts.	jpeg artifacts, blocky compression, mosquito noise, macroblocking	NEG05(화질) 세분 + ET-01	저화질 룩(VHS·CCTV·짤방) 연출	압축 결함 제거	선명한 마감	디테일이 블록으로 뭉갬	Subtle	jpeg artifact, macroblock	리서치⚪(260613)	아니오	V06(CCTV)·STYLE05 레트로 룩에선 빼기(PE-05)
NEG29	실패 방지	기괴한 굳은 미소	Uncanny Frozen Smile	부자연 고정 표정 차단	제어/억제 변수	인물 표정·감정 전달 씬	Keep a natural, relaxed facial expression.	uncanny frozen smile, rictus grin, stiff expression, plastered smile	NEG07·AN(연기) 미세동작과 세트	의도적 기괴함(공포·풍자 언캐니)	자연 표정	진정성·교감	웃는데 소름	Normal	uncanny smile, rictus	리서치⚪(260613)	아니오	언캐니밸리 풍자 의도면 역이용(빼기)
NEG30	실패 방지	배경 얼굴 망가짐	Mangled Background Faces	배경 인물 얼굴 붕괴 차단	제어/억제 변수	배경에 다수 얼굴 있는 와이드	Keep background faces coherent or naturally out of focus.	mangled background faces, distorted crowd faces, melted background heads	NEG18(군중 사지) + 얕은 피사계심도(01a)	군중 없는 씬(불필요)	배경 얼굴 정돈/아웃포커스	자연스러운 배경	뒷줄 얼굴이 녹음	Normal	background faces	리서치⚪(260613)	아니오	아웃포커스 포지티브가 더 효과적(피사계심도로 가리기·PE-19)
NEG31	실패 방지	대칭 아티팩트	Symmetry Artifact	강제 좌우대칭 결함 차단	제어/억제 변수	정면 구도·대칭 위험 씬	Keep natural asymmetry; avoid forced mirror symmetry.	forced symmetry, mirrored artifacts, unnatural bilateral symmetry, kaleidoscope effect	정면 샷(O 정면)·17 구도와 세트	만다라·대칭 디자인 의도	자연스러운 비대칭	유기적 사실감	얼굴·구도가 거울처럼	Subtle	symmetry artifact, mirror	리서치⚪(260613)	아니오	의도적 대칭 구도면 빼기
NEG32	실패 방지	화면·UI 글자 깨짐	Gibberish UI / Screens	화면 속 UI·텍스트 깨짐 차단	제어/억제 변수	모니터·폰·자막판 보이는 씬	Keep screens simple; no detailed UI text.	gibberish UI, fake interface text, garbled screen text, nonsense menus	NEG03(글자)의 화면판 + 화면 끄거나 단색화	UI가 핵심이면 짧은 한글만(13)	화면 단순화	깔끔·집중	모니터 텍스트가 외계어	Normal	gibberish ui, screen text	리서치⚪(260613)	아니오	근본 대책=화면 비우기/단색·짧은 한글 따옴표(NEG03·PE-23)
NEG33	실패 방지	프레이밍·카메라 거리 무시	Ignored Framing / Wrong Shot Distance	지시한 샷 크기·앵글 반영	제어/억제 변수	특정 크롭(클로즈업·미디엄·와이드)·앵글을 꼭 지켜야 하는 씬	Honor the requested shot size and angle; keep the intended framing.	wrong shot distance, ignored framing, random zoom level, full body when close-up requested, off-center subject, badly framed	샷 크기 모듈(01a 렌즈·17 구도)·O(시점)와 세트	"임의 크롭 허용·구도 자유" 연출(불필요)	—	—	원하는 크롭 대신 제멋대로 거리·앵글	Normal	wrong framing, ignored shot size, badly framed	리서치⚪(260613)	아니오	NEG10은 움직임(드리프트), 이건 정지 프레이밍 의도 무시 — 포지티브(샷 크기 명시)가 1차, 이건 보강
NEG34	실패 방지	프레임 짤림(머리·손)	Subject Cut Off at Frame Edge	주체 핵심부 프레임 내 보존	제어/억제 변수	인물 전신·상반신·제스처 손까지 담아야 하는 씬	Keep the subject fully in frame; do not crop the head or hands.	cropped head, hands cut off, out of frame, body out of frame, amputated by edge, important parts clipped	17 구도(헤드룸)·01a 화각과 세트	의도적 타이트 크롭(눈만·입만 클로즈업)	—	—	정수리·손끝이 프레임 밖으로 잘림	Normal	cropped head, out of frame, cut off	리서치⚪(260613)	아니오	NEG33은 거리 자체, 이건 가장자리 절단 — 의도적 익스트림 클로즈업이면 빼기
NEG35	실패 방지	어색한 시선·사시	Awkward Gaze / Cross-eye	시선 방향·양안 수렴 정상	제어/억제 변수	정면·대화·카메라 응시 인물 클로즈업	Keep eyes converged with a clear, intended gaze direction.	cross-eyed, strabismus, lazy eye, wall-eyed, wrong gaze direction, looking away, misaligned gaze	NEG23(생기)·NEG02(정체성)·O(시점)와 세트	의도적 사시·먼 곳 응시 연출(드묾)	—	—	시선이 엇나가거나 사시로 풀림	Normal	cross-eyed, strabismus, gaze direction	리서치⚪(260613) — 커뮤니티 표준 토큰	아니오	NEG23=눈의 생명감, 이건 시선 방향·수렴(축이 다름) — 둘 다 넣어도 무방
NEG36	실패 방지	얼굴 비대칭 변형	Facial Asymmetry / Skew	얼굴 골격·이목구비 좌우 균형	제어/억제 변수	정면·준정면 인물 클로즈업	Keep facial features balanced and naturally proportioned.	asymmetric face, skewed features, lopsided face, uneven facial proportions, distorted jawline	NEG02(정체성)·NEG23(눈)과 세트	극단 측면(프로필)·의도적 기형 풍자	—	—	얼굴이 한쪽으로 쏠리거나 이목구비 어긋남	Normal	asymmetric face, lopsided face	리서치⚪(260613)	아니오	NEG31=강제 좌우대칭(과대칭), 이건 비대칭 왜곡(반대 극) — NEG23(눈)보다 얼굴 전체 골격
NEG37	실패 방지	과한 보케·초점 실패	Excess Bokeh / Focus Miss	주체에 초점 안착·심도 의도 준수	제어/억제 변수	주체 선명해야 하는 인물·제품·텍스트 씬	Keep the subject sharply in focus with intended depth of field.	out of focus subject, missed focus, excessive bokeh, soft focus, wrong focal plane, everything blurred	01a(피사계심도)·ET-01(선명 디테일)과 세트	의도적 보케 배경·소프트 포커스 무드(이땐 빼기)	배경 흐림은 의도대로, 주체는 또렷	주목·선명함	주체가 흐리고 엉뚱한 면에 초점	Normal	out of focus, excess bokeh, missed focus	리서치⚪(260613)	아니오	의도적 얕은 심도 연출 자체와 모순 — 보케가 목적인 샷에선 반드시 빼기(NEG30 배경흐림과 별개=초점 위치 문제)
NEG38	실패 방지	원근 왜곡·선 휘어짐	Perspective Distortion / Warped Lines	직선·소실점·수평 기하 정합	제어/억제 변수	건축·실내·직선 많은 배경, 수평선 보이는 씬	Keep straight lines and a level horizon with believable perspective.	distorted perspective, warped lines, bent architecture, tilted horizon, impossible geometry, converging walls	17 구도·01a 렌즈(광각 주의)·NEG20(스케일)과 세트	초광각·어안·의도적 왜곡 연출	직선·수평 정돈	안정된 공간감	벽·기둥·수평선이 휘거나 무너짐	Normal	distorted perspective, warped lines, tilted horizon	리서치⚪(260613)	아니오	NEG09=장소 정체성 변형(멀티샷), 이건 단일 프레임 기하 왜곡 — 어안·초광각 연출이면 빼기
NEG39	실패 방지	합성 경계 후광·오려낸 티	Composite Seam Halo / Cutout Fringe	전경-배경 경계 자연 융합	제어/억제 변수	인물+배경 합성·카드뉴스 합성 결과 씬	Keep edges naturally blended without halos or cutout fringe.	composite seam, edge halo, cutout fringe, sticker-like subject, hard pasted edge, glowing outline, matte line	14 색보정(톤 매칭)·SH(접지 그림자)·NEG19(접지)와 세트	콜라주·스티커룩·의도적 컷아웃 디자인	경계 자연 융합	이질감 없는 합성	인물 윤곽에 흰 테/후광·풀로 붙인 느낌	Normal	edge halo, cutout fringe, composite seam	리서치⚪(260613) — 합성 워크플로 보고	아니오	카드뉴스 합성 직결(전경 분리 티) — 콜라주·스티커룩 의도면 빼기. 이미지·합성 전용(영상보다 정지 합성에서 발생)
NEG40	실패 방지	의도치 않은 슬로모·정지화면화	Unintended Slow Motion / Time Ramp	실시간 모션 캐던스 유지	제어/억제 변수	일반 속도 액션·보행·대화 씬(슬로모 미의도 샷)	Real-time speed, natural motion cadence.	unintended slow motion, dreamy slow-mo, time ramp, frozen motion, still-frame feel, sluggish movement	06 무브먼트·47 ACT(의도 슬로모·정점 정지)와 구분 세트	의도적 슬로모·정점 정지(ACT) 연출 샷	실시간 속도 유지	처짐·정지화면 방지	화면이 슬로모/정지화면처럼 처지고 늘어짐	Normal	unintended slow motion, time ramp	리서치⚪(260707) — 커뮤니티 고빈도 보고	아니오	Kling 기본 슬로모 드리프트 억제 — 의도 슬로모 샷엔 넣지 말 것(모순 금지 NEG05)
NEG41	실패 방지	물·유체 형태 붕괴	Morphing Liquid / Unstable Water	유체 물리 자연 유지	제어/억제 변수	물·음료·비·파도·액체 등장 씬	Water and liquids flow with natural, consistent physics.	morphing liquid, unstable water surface, water texture flicker, liquid defying gravity, blob-like fluid	§3-2 물리 다이내믹·23 WX(비·눈)·27 MT(물 재질)와 세트	추상·실험(AB) 유체 왜곡 의도 씬	유체 물리 유지	물 장면 안정화	물이 젤리처럼 뭉치거나 표면이 깜빡임	Normal	morphing liquid, unstable water	리서치⚪(260707) — 고빈도 실패 소재 보고	아니오	유체 = 실패 잦은 소재 — 등장 씬에만 추가(네거 경제 PE-06)
NEG42	실패 방지	유리·거울 반사 오류	Warped Glass / Mirror Mismatch	반사 일관성 유지	제어/억제 변수	유리창·거울·수면 반사 등장 씬	Reflections stay consistent with the scene and subject.	duplicated reflection, warped glass, mirror mismatch, reflection showing wrong subject, broken reflection logic	NEG17(복제)·NEG38(휜 선)·27 MT(유리)와 세트	만화경·추상(AB) 반사 왜곡 의도 씬	반사 정합 유지	거울·유리 장면 안정화	거울 속 인물이 딴판이거나 반사가 어긋남	Normal	duplicated reflection, mirror mismatch	리서치⚪(260707) — 고빈도 실패 소재 보고	아니오	반사 = 모델 취약 소재 — 등장 씬에만 추가(네거 경제 PE-06)
